depth,min,max,median,mean,Alnus incana-type,Alnus viridis-type,Ambrosia/Iva,Arceuthobium,Asteroideae undiff.,Betula,Carya,Castanea,Cephalanthus occidentalis,Corylus,Cyperaceae,Equisetum,Fagus grandifolia,Indeterminable,Juglans cinerea,Juglans nigra,Liquidambar styraciflua,Lycopodiaceae undiff.,Nuphar,Nyssa,Osmunda regalis/O. claytoniana,Ostrya/Carpinus,Pinus undiff.,Platanus occidentalis,Poaceae,Populus,Quercus,Salix,Tsuga,Typha angustifolia/Sparganium,Unknown,Ericaceae,Fabaceae,Fraxinus undiff.,Osmundastrum cinnamomeum,Persicaria lapathifolia-type,Pinus subg. Pinus,Pinus subg. Strobus,Pteridium,Acer rubrum,Acer saccharum,Apiaceae,Brassicaceae,Ilex,Picea undiff.,Sagittaria,Ulmus,Cornus,Lamiaceae,Thalictrum,Tilia,Unknown (trilete) undiff.,Abies,Acer negundo,Amaranthaceae,Fraxinus pennsylvanica-type,Urticaceae,Nymphaea,Polypodiaceae,Fraxinus nigra-type,Plantago,Diospyros,Artemisia,Rhamnaceae,Acer undiff.,Botrychium,Sphagnum,Cupressaceae,Diphasiastrum complanatum,Alnus undiff.,Caryophyllaceae,Epilobium,Huperzia lucidula,Isoëtes lacustris,Lycopodium annotinum,Lycopodium obscurum,Polemonium,Coniferae undiff.,Huperzia selago,Sanguisorba canadensis,Larix,Menyanthes trifoliata,Picea glauca,Picea mariana,Rosaceae undiff.,Campanula,Cichorioideae,Selaginella selaginoides,Galium,Stuckenia vaginata-type,Drosera
250,15478,16195,15823,15829,37.90983607,4.098360656,0,0.204918033,4.098360656,1.024590164,0,0,0,0,7.37704918,0.614754098,0.204918033,0,0,0,0,0,0.204918033,0,0,0,5.737704918,0,1.024590164,0,0.409836066,0.204918033,0,1.229508197,1.43442623,0,0,0,0,0,1.024590164,1.024590164,0,0,0,0,0,0,6.557377049,0,0,0,0,0.409836066,0,0,3.68852459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.844262295,0,0,0,19.67213115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,15614,16389,15982,15987,27.44310576,1.338688086,0,0.133868809,2.008032129,0.133868809,0,0,0,0,2.81124498,0.535475234,0,0,0.133868809,0,0,0.267737617,0.133868809,0,0,0.133868809,3.882195448,0,1.070950469,0,0.669344043,0.133868809,0,0.133868809,1.070950469,0,0,0,0,0.133868809,1.204819277,0.535475234,0,0,0,0,0,0,4.417670683,0,0.133868809,0,0,0.401606426,0,0,1.606425703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267737617,0,0,0.669344043,0.133868809,0.133868809,0,48.05890228,0.133868809,0,0,0,0,0.133868809,0,0,0,0,0,0,0,0,0,0,0
270,15742,16564,16137,16141,30.35439137,1.232665639,0,0.154083205,3.852080123,1.232665639,0,0,0,0.154083205,3.697996918,0.61633282,0,0,0,0,0,0,0,0,0,0,5.238828968,0,0.92449923,0,0,0,0,0.462249615,0,0,0,0,0,0,1.540832049,0.61633282,0.154083205,0,0,0,0.154083205,0,5.084745763,0,0,0,0,0.30816641,0,0,2.619414484,0,0,0,0,0,0,0,0,0,0,0,0,0.154083205,0,0,0.30816641,0.30816641,0,0,0,40.06163328,0,0,0,0,0,0.30816641,0,0.30816641,0,0,0.154083205,0,0,0,0,0,0
280,15876,16729,16294,16296,18.22033898,3.95480226,0,0,2.683615819,0.423728814,0,0,0,0,3.813559322,0.141242938,0.141242938,0,0,0,0,0,0.282485876,0,0,0.141242938,7.627118644,0,0.988700565,0,0.141242938,0,0,1.412429379,1.271186441,0,0,0,0,0,2.542372881,1.129943503,0,0,0,0,0,0,6.638418079,0,0,0,0.141242938,0,0,0.423728814,2.118644068,0,0,0,0,0,0.141242938,0.141242938,0,0,0,0,0,0.141242938,0.141242938,0,0.141242938,1.97740113,0,0,0,41.52542373,0,0,0,1.129943503,0,0.423728814,0,0,0,0,0,0,0,0,0,0,0
290,16014,16893,16450,16448,40.8203125,0.5859375,0,0.390625,4.6875,0.78125,0,0,0,0,2.734375,0.78125,0,0,0,0,0,0,0.1953125,0,0.1953125,0.5859375,11.9140625,0,0.9765625,1.171875,1.171875,0,0,0.390625,0.78125,0,0,0,0,0,3.125,0.390625,0.1953125,0,0,0.390625,0,0.1953125,3.7109375,0,0,0,0,0.390625,0,0,2.5390625,0,0,0,0,0,0,0.1953125,0,0,0,0,0,0,0,0,0,0,0.1953125,0.1953125,0,14.84375,0.1953125,0,0.1953125,0.9765625,0,0.5859375,0,0,3.125,0,0,0,0.1953125,0,0.1953125,0,0
300,16156,17045,16600,16603,29.50819672,4.754098361,0,0.655737705,3.114754098,1.31147541,0.163934426,0,0,0,3.606557377,0.163934426,0,0,0.163934426,0,0,0,0.163934426,0,0,0.327868852,6.557377049,0,0.983606557,0,0.983606557,0,0,0.491803279,1.147540984,0,0,0,0,0,0.983606557,0.819672131,0,0,0,0.163934426,0,0,6.721311475,0,0.163934426,0,0,0.327868852,0,0,2.62295082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.786885246,0,0.163934426,0,28.68852459,0.327868852,0,0.163934426,1.31147541,0,0.163934426,0,0.163934426,0,0,0.163934426,0,0.163934426,0,0,0,0
310,16340,17242,16789,16792,45.38310413,1.571709234,0,0.196463654,5.697445972,1.178781925,0,0,0.196463654,0,3.536345776,0.785854617,0,0.392927308,0,0,0,0,0.392927308,0,0,0.392927308,9.823182711,0,0.785854617,0.196463654,1.571709234,0,0,0.785854617,0,0,0,0,0,0,2.161100196,0.392927308,0,0,0.196463654,0,0,0,1.964636542,0,0,0,0,0.392927308,0,0,1.571709234,0,0,0.196463654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785854617,0.196463654,0,0,14.93123772,0.196463654,0,0,1.178781925,0,0.589390963,0,0.196463654,1.768172888,0,0.196463654,0,0.196463654,0,0,0,0
310.1,16344,17244,16791,16794,46.70658683,2.395209581,0,0.199600798,4.99001996,0.998003992,0,0,0,0,2.994011976,0.399201597,0,0.598802395,0,0,0,0,0.798403194,0,0,0.598802395,6.786427146,0,1.19760479,0.199600798,1.397205589,0,0,0.998003992,0.199600798,0,0,0,0,0.199600798,1.397205589,0,0.199600798,0,0,0,0,0,6.387225549,0,0,0,0,0.399201597,0,0,1.397205589,0,0,0,0,0.199600798,0,0,0,0,0,0,0.199600798,0,0,0,0,0.798403194,0,0,0,13.37325349,0,0,0,2.994011976,0.199600798,0,0,0.199600798,0,0.399201597,0.199600798,0,0,0,0,0,0
320,16575,17454,16995,17003,37.01657459,5.524861878,0,0.184162063,6.077348066,1.289134438,0.184162063,0,0,0,2.394106814,0.368324125,0,0,0,0,0,0,0.552486188,0,0,0,8.839779006,0,0.552486188,0,0.184162063,0.184162063,0,0.552486188,0.368324125,0,0,0,0,0,1.473296501,1.104972376,0,0.184162063,0,0,0,0,4.419889503,0,0,0,0,0.368324125,0,0,2.209944751,0,0,0,0,0,0,0,0,0,0,0,0,0.184162063,0,0,0.184162063,0.920810313,0,0,0,22.28360958,0.184162063,0,0,1.289134438,0,0.184162063,0,0,0,0,0.368324125,0,0.368324125,0,0,0,0
330,16826,17626,17192,17211,21.69014085,0.563380282,0.14084507,0,4.225352113,0.422535211,0,0,0,0,3.098591549,2.394366197,0.14084507,0.563380282,0.14084507,0,0,0,0.281690141,0,0,0.845070423,11.4084507,0,1.830985915,1.408450704,0.845070423,0,0,0.281690141,0.14084507,0,0,0,0,0,0,0,0,0.14084507,0,0.14084507,0,0,1.971830986,0,0,0,0,0.281690141,0,0,1.690140845,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,37.04225352,0,0,0,2.816901408,0,0.14084507,0,0,4.225352113,0.563380282,0.14084507,0,0.14084507,0.14084507,0,0,0
335,16958,17712,17285,17315,22.88930582,0.750469043,0.187617261,0,4.315196998,1.500938086,0,0,0,0,2.251407129,3.752345216,0,0.562851782,0,0,0,0,0.375234522,0,0.187617261,0.187617261,15.57223265,0,0.938086304,0.375234522,0.938086304,0,0,0.750469043,0.375234522,0,0,0,0,0,0,0.187617261,0,0.187617261,0,0,0,0,9.943714822,0,0,0,0,0,0,0,6.003752345,0,0,0,0,0,0.187617261,0,0,0,0,0,0,0.187617261,0,0,0.375234522,0,0,0,0,13.8836773,0.375234522,0,0.187617261,3.001876173,0,0.187617261,0,0,5.816135084,3.377110694,0,0,0,0.187617261,0,0,0
340,17094,17785,17366,17419,5.150214592,2.253218884,0,0.214592275,1.287553648,0.214592275,0,0,0,0,0.858369099,2.789699571,0,0.429184549,0,0,0,0.107296137,0,0,0.107296137,0,12.55364807,0,0.643776824,0,0.965665236,0.107296137,0,1.60944206,0.536480687,0,0,0,0,0,0.214592275,0.429184549,0,0.107296137,0,0.107296137,0,0,7.510729614,0,0,0,0,0.321888412,0,0,1.60944206,0,0,0,0,0,0,0.107296137,0,0,0.214592275,0,0,0,0,0,0,1.716738197,0,0,0,52.89699571,0,0,0.107296137,2.467811159,0,0.107296137,0,0.429184549,1.287553648,0.107296137,0.107296137,0,0,0,0.107296137,0.214592275,0
345,17226,17989,17522,17569,0.486519359,0.32434624,0.02027164,0,0.28380296,0.12162984,0,0,0,0,0.527062639,0.932495439,0,0.2027164,0,0,0,0,0.02027164,0,0.02027164,0.04054328,3.608351916,0,0.12162984,0.1013582,0.16217312,0.02027164,0,0.38516116,0.02027164,0,0,0,0.02027164,0,0,0.02027164,0,0.02027164,0,0,0,0,1.013581999,0,0,0,0,0.02027164,0,0,0.16217312,0,0,0,0,0,0,0,0,0,0.04054328,0,0,0.02027164,0,0,0,0,0,0,0,89.94526657,0.02027164,0,0,0.32434624,0.02027164,0.06081492,0,0.14190148,0.466247719,0.28380296,0,0,0,0,0,0,0.02027164
350,17354,18328,17742,17769,4.40060698,1.062215478,0.151745068,0.151745068,0.606980273,0.303490137,0,0,0,0,3.793626707,10.77389985,0,1.062215478,0,0.151745068,0,0.303490137,0.151745068,0,0.455235205,0.151745068,15.17450683,0,0.91047041,0.151745068,2.579666161,0.151745068,0,1.820940819,0.606980273,0,0,0,0,0,2.124430956,0,0,0.151745068,0,0.455235205,0.151745068,0,10.92564492,0,0,0,0,0.303490137,0,0,3.338391502,0,0,0,0,0,0,0.303490137,0,0,0,0,0,0,0,0,0,0.606980273,0,0,0,29.59028832,0,0,0,2.427921093,0,0.151745068,0,0.606980273,2.579666161,0.606980273,0.606980273,0.151745068,0,0,0,0,0
360,17614,18855,18157,18175,0.514226945,0,0,0,0.548508742,0.068563593,0,0,0,0,0.37709976,0.822763113,0,0.342817964,0,0,0,0,0,0,0.102845389,0.034281796,5.073705862,0,0.308536167,0,0.274254371,0,0,0.308536167,0.068563593,0,0,0,0,0,0.137127185,0.068563593,0,0,0,0.068563593,0.171408982,0,4.079533768,0,0.034281796,0,0,0.068563593,0,0,0.514226945,0,0,0,0,0.274254371,0.034281796,0,0,0,0,0,0,0,0,0,0.034281796,0.102845389,0.034281796,0,0,84.29893726,0,0,0,0.925608502,0,0.205690778,0,0.034281796,0.068563593,0,0,0,0,0,0,0,0
370,17920,19322,18564,18580,6.849315068,0.249066002,0,0,1.286841013,0.332088003,0,0,0.041511,0,0.95475301,0.747198007,0,0.083022001,0,0,0,0,0.083022001,0,0.041511,0,5.064342051,0,0.373599004,0.083022001,0.207555002,0,0,0.207555002,0.166044002,0,0,0,0,0,0,0,0,0.083022001,0,0,0,0,1.826484018,0,0,0,0,0,0,0,0.747198007,0,0,0,0,0,0.041511,0,0,0,0,0,0,0.124533001,0,0.041511,0,0,0,0,0,78.82938979,0,0,0,0.498132005,0,0.041511,0,0,0.415110004,0.581154006,0,0,0,0,0,0,0
380,18249,19737,18980,18983,0.222222222,0.013888889,0.013888889,0,0.194444444,0.111111111,0.013888889,0,0,0.013888889,0.277777778,0.930555556,0,0.041666667,0,0,0,0,0.027777778,0,0.069444444,0.013888889,3.375,0,0.111111111,0,0.083333333,0,0.013888889,0.194444444,0.027777778,0,0,0,0,0.013888889,0,0,0,0,0,0,0,0,0.875,0,0,0.013888889,0,0.027777778,0,0,0.152777778,0,0.013888889,0.027777778,0,0,0,0.013888889,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,91.98611111,0,0,0,0.25,0,0.013888889,0,0,0.375,0.388888889,0.013888889,0,0,0,0,0,0
390,18598,20125,19389,19384,0.037714501,0.056571752,0.037714501,0.018857251,0.188572506,0.094286253,0.018857251,0,0,0,0.30171601,1.829153309,0,0.018857251,0,0,0,0,0,0,0,0,3.733735621,0,0.188572506,0,0.113143504,0.037714501,0,0.150858005,0.169715256,0,0,0,0,0,0,0,0,0,0,0,0.037714501,0,1.866867811,0,0,0,0,0.094286253,0,0,0.075429002,0,0.018857251,0,0,0,0,0,0,0,0.018857251,0,0,0.037714501,0,0,0,0,0,0,0,89.76051292,0,0,0,0.32057326,0,0.056571752,0,0,0.282858759,0.396002263,0,0,0.018857251,0,0,0.018857251,0
400,18941,20485,19795,19785,0,0.019004181,0.019004181,0,0.085518814,0,0,0,0,0,0.095020905,1.349296845,0,0,0,0,0,0,0,0,0,0,1.558342835,0.00950209,0.123527176,0.00950209,0.057012543,0,0,0.104522995,0.066514633,0,0,0,0,0,0.057012543,0.104522995,0,0,0,0.00950209,0.00950209,0,0.988217408,0,0,0,0,0.019004181,0,0,0.019004181,0,0.019004181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019004181,0.00950209,0,95.0209046,0,0,0,0.171037628,0,0.019004181,0,0,0,0,0,0,0.028506271,0.00950209,0,0,0
400.1,18943,20490,19798,19788,0.02787327,0.00929109,0,0,0.102201988,0.00929109,0,0,0,0.00929109,0.325188145,1.709560531,0,0.00929109,0,0,0,0,0,0,0,0.037164359,2.657251696,0,0.111493078,0.00929109,0.065037629,0.00929109,0,0.102201988,0.148657438,0,0,0,0,0,0,0,0,0,0,0,0.00929109,0,1.077766422,0,0,0,0,0,0,0,0.00929109,0,0,0,0,0,0,0,0,0,0,0,0,0.00929109,0,0,0,0,0,0,0,92.91089845,0,0,0,0.092910898,0,0.01858218,0,0,0.222986156,0.250859426,0,0,0.037164359,0,0.00929109,0.00929109,0
405,19056,20614,19933,19911,0,0,0,0,2.819956616,0,0,0,0,0,1.084598698,0.21691974,0,1.301518438,0,0,0,0,0,0,0,0,50.97613883,0,0,0,0.433839479,0,0.21691974,0,0.433839479,0,0,0,0,0,0,0,0,0,0,0.433839479,0,0,20.60737527,0,0,0,0,0,0,0.21691974,0.433839479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21691974,0,0,0,0.433839479,0,0,0,16.70281996,0,0,0,0,0.433839479,2.386117137,0.650759219,0,0,0,0,0,0
